pair_id,platform,method,error_px
DJI_00790094,B,ECC,9.816664695739746
DJI_00790094,B,ECC,147.0558624267578
DJI_00790094,B,ECC,7.258075714111328
DJI_00790094,B,ECC,178.77996826171875
DJI_00790094,B,ECC,7.295941352844238
DJI_00790094,B,ECC,8.389885902404785
DJI_00790094,B,ECC,9.361837387084961
DJI_00790094,B,ECC,10.898255348205566
DJI_00790094,B,MI,9.084234237670898
DJI_00790094,B,MI,8.347232818603516
DJI_00790094,B,MI,8.82015323638916
DJI_00790094,B,MI,147.6197967529297
DJI_00790094,B,MI,6.316208839416504
DJI_00790094,B,MI,178.04183959960938
DJI_00790094,B,MI,6.407238483428955
DJI_00790094,B,MI,7.321663856506348
DJI_00790094,B,MI,8.388397216796875
DJI_00790094,B,MI,9.856026649475098
DJI_00790094,B,LoFTR,1.8070614337921143
DJI_00790094,B,LoFTR,2.6337461471557617
DJI_00790094,B,LoFTR,0.6131810545921326
DJI_00790094,B,LoFTR,154.87144470214844
DJI_00790094,B,LoFTR,0.32130536437034607
DJI_00790094,B,LoFTR,161.30258178710938
DJI_00790094,B,LoFTR,1.8045459985733032
DJI_00790094,B,LoFTR,0.7675179839134216
DJI_00790094,B,LoFTR,1.8590470552444458
DJI_00790094,B,LoFTR,1.8235752582550049
DJI_00790094,B,ECC+MI,9.084234237670898
DJI_00790094,B,ECC+MI,8.347232818603516
DJI_00790094,B,ECC+MI,8.82015323638916
DJI_00790094,B,ECC+MI,147.6197967529297
DJI_00790094,B,ECC+MI,6.316208839416504
DJI_00790094,B,ECC+MI,178.04183959960938
DJI_00790094,B,ECC+MI,6.407238483428955
DJI_00790094,B,ECC+MI,7.321663856506348
DJI_00790094,B,ECC+MI,8.388397216796875
DJI_00790094,B,ECC+MI,9.856026649475098
